Occurrence_num,Palaeolongitude,Palaeolatitude,Loc. Num.,Present.region,Old.Class,Order,Family,Genus,Operative_Genus,Operative_Genus.Subgenus,Genus.Subgenus_modifier,Genus_Modified,Modified_Genus,Species,Operative_Species,Genus.Species,British Stage,Appearance,Appearance_FAD,Appearance_LAD,FAD_interval,LAD_interval,Genus BA range,Depth.resolved,max_depth,min_depth,mean_depth,Community,Formation,Depth Association,lithology,Source,Read_more,Genus_FAD_interval,Genus_LAD_interval,interval_resolved,GRID_COORD,FAD_Coarse_Interval,LAD_Coarse_Interval,Cratonic,Palaeocontinent/Terrane,Continent_max_Northing,Continent_min_Northing,Merged.Terrains,Max.Palaeolongitude.Merged.450,Min.Palaeolatitude.Merged.450,Loc_ID
3697,-109.362,-11.475,10,Oklahoma,Articulata,Strophomenida,Oepikinidae,Öpikina,Oepikina,Oepikina,,0,Oepikina,expatiata,expatiata,Oepikina_expatiata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,"Mountain lake mbr, Bromide Fm",BA 2-4,sand - shale,Cooper 1956,Leslie & Lehnert 2005,1,20,1,-110_-10,1,1,0,Laurentia,33,0,Laurentia,18,-28,-109.4_-11.5
1135,-49.372,-26.233,15,Gotland,Articulata,Spiriferida,Cyrtiidae,Cyrtia,Cyrtia,Cyrtia,,0,Cyrtia,exporrecta,exporrecta,Cyrtia_exporrecta,Llandovery,Telychian,Telychian E,Telychian U,21,23,BA 3,1,3,3,3,,Lower Visby Beds,BA 3,,Bassett & Cocks 1974,,21,23,1,-50_-25,10,11,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-49.4_-26.2
1403,33.16,-8.303,18,"Kotnak Mts, Chu-Ili Range",Articulata,Orthida,Hesperorthidae,Dolerorthis,Dolerorthis,Dolerorthis,,0,Dolerorthis,expressa,expressa,Dolerorthis_expressa,Caradoc,Caradoc E-M,Caradoc E,Caradoc M,1,2,BA 2-5,1,5,2,3.5,,Anderken Fm,BA 2-5,,Popov et al 2002,,1,23,1,35_-10,1,2,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
583,-109.362,-11.475,10,Oklahoma,Articulata,Orthida,Plectorthidae,Mimella,Mimella,Mimella,,0,Mimella,extensa,extensa,Mimella_extensa,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 2-4,1,4,2,3,,"Mountain lake mbr, Bromide Fm",BA 2-4,sand - shale,Cooper 1956,Leslie & Lehnert 2005,1,12,1,-110_-10,1,1,0,Laurentia,33,0,Laurentia,18,-28,-109.4_-11.5
3698,-109.362,-11.475,10,Oklahoma,Articulata,Strophomenida,Oepikinidae,Öpikina,Oepikina,Oepikina,,0,Oepikina,extensa,extensa,Oepikina_extensa,Caradoc,Caradoc E (Wilderness),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,"Pooleville mbr, Bromide Fm",BA 2-4,,Cooper 1956,Karim & Westrop 2002,1,20,1,-110_-10,1,1,0,Laurentia,33,0,Laurentia,18,-28,-109.4_-11.5
1996,-97.778,-17.661,10,E USA,Articulata,Orthida,Platystrophiidae,Platystrophia,Platystrophia,Platystrophia,,0,Platystrophia,extensa,extensa,Platystrophia_extensa,Caradoc,Caradoc U (Kirkfieldian-E Shermanian),Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,post-knox sequences,BA 2-5,,Patzkowsky & Holland 1997,,1,23,1,-100_-20,3,3,1,Laurentia,33,0,Laurentia,18,-28,-97.8_-17.7
5151,-106.873,-21.12,10,"Ala., Tenn.",Articulata,Strophomenida,Plectambonitidae,Isophragma,Isophragma,Isophragma,,0,Isophragma,extensum,extensum,Isophragma_extensum,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-6,1,6,3,4.5,,Arline & Little Oak Fms,BA 4-5,Deeper subtidal u shelf slope,Cooper 1956,Leslie & Lehnert 2005,1,3,1,-105_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-106.9_-21.1
6144,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Plectambonitidae,Isophragma,Isophragma,Isophragma,,0,Isophragma,extensum_tricostatum,extensum_tricostatum,Isophragma_extensum_tricostatum,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,Stinchar Lst & confinis Flags,,,Williams 1962,,1,3,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
557,-107.48,-23.5,10,Ga.,Articulata,Orthida,Plectorthidae,Doleroides,Doleroides,Doleroides,,0,Doleroides,extensus,extensus,Doleroides_extensus,Caradoc,Caradoc E (Wilderness),Caradoc E,Caradoc E,1,1,BA 2-4,1,4,2,3,,Ridley Fm,BA 2-4,,Cooper 1956,,1,3,1,-105_-25,1,1,0,Laurentia,33,0,Laurentia,18,-28,-107.5_-23.5
3080,-46.002,-23.137,17,Estonia,Articulata,Athyridida,Meristellidae,Hindella_(prev.Cryptothyrella),Hindella,Hindella,,0,Hindella,extenuata,extenuata,Hindella_extenuata,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Varbola Fm,BA 3,,Rubel 1970,Cocks & Rong 2008,3,20,1,-45_-25,8,8,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-46_-23.1
3931,39.851,-13.922,19,"Chingiz, Kazakhstan",Articulata,Pentamerida,Parastrophinidae,Eoanastrophia,Eoanastrophia,Eoanastrophia,,0,Eoanastrophia,extenuata,extenuata,Eoanastrophia_extenuata,Caradoc,Caradoc M-U,Caradoc M,Caradoc U,2,3,BA 3-5,1,5,3,4,,Sargaldak & Anderken Fms,BA 2-5,,Cocks & Zhan 1998,Klenina et al 1984,1,12,1,40_-15,2,3,0,Chinghiz,14,9,Chinghiz,-8,-11,39.9_-13.9
1200,33.16,-8.303,18,"Kotnak Mts, Chu-Ili Range",Articulata,Strophomenida,Sowerbyellidae,Zhilgyzambonites,Zhilgyzambonites,Zhilgyzambonites,,0,Zhilgyzambonites,extenuata,extenuata,Zhilgyzambonites_extenuata,Caradoc,Caradoc E-M,Caradoc E,Caradoc M,1,2,BA 2-5,1,5,2,3.5,,Anderken Fm,BA 2-5,,Popov et al 2002,,1,2,1,35_-10,1,2,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
1185,33.16,-8.303,18,"Kotnak Mts, Chu-Ili Range",Articulata,Orthida,Ranorthidae,Eodalmanella,Eodalmanella,Eodalmanella,,0,Eodalmanella,extera,extera,Eodalmanella_extera,Caradoc,Caradoc E-M,Caradoc E,Caradoc M,1,2,BA 2-5,1,5,2,3.5,,Anderken Fm,BA 2-5,,Popov et al 2002,,1,2,1,35_-10,1,2,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
1784,33.16,-8.303,18,Chu-Ili  Mts,Articulata,Strophomenida,Leptellinidae,Schlyginia_(prev.Dulankarella),Schlyginia,Schlyginia,,0,Schlyginia,extraordinaria,extraordinaria,Schlyginia_extraordinaria,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,"Otar - Degeres Mbs, Dulankara Fm",BA 2-4,silt-sst.,Popov & Cocks 2006,Cocks & Rong 1989,1,3,1,35_-10,3,3,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
1617,39.851,-13.922,19,"Chingiz, Kazakhstan",Articulata,Orthida,Orthidiellidae,Tuvinia,Tuvinia,Tuvinia,,0,Tuvinia,extrema,extrema,Tuvinia_extrema,Caradoc,Caradoc M-U,Caradoc M,Caradoc U,2,3,BA 2-5,1,5,2,3.5,,Sargaldak & Anderken Fms,BA 2-5,,Cocks & Zhan 1998,Klenina et al 1984,2,3,1,40_-15,2,3,0,Chinghiz,14,9,Chinghiz,-8,-11,39.9_-13.9
1163,-73.088,-22.024,7,Anticosti Island,Articulata,Strophomenida,Kulumbellidae,Microcardinalia(Chiastodoca),Microcardinalia,Chiastodoca,,0,Microcardinalia,fabatina,fabatina,Chiastodoca_fabatina,Llandovery,Telychian M,Telychian M,Telychian M,22,22,BA 2-4,1,4,2,3,,"u Ferrum Mb, Jupiter Fm",BA 4,mudst.,Jin & Copper 2000,,18,23,1,-75_-20,10,10,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
3370,-82.152,-11.911,8,Hudson Bay Basin,Articulata,Spiriferida,Reticulariidae,Alaskospira,Alaskospira,Alaskospira,,0,Alaskospira,fabiformis,fabiformis,Alaskospira_fabiformis,Llandovery,Telychian U,Telychian U,Telychian U,23,23,BA 3-4,1,4,3,3.5,,Attawapiskat Fm,BA 3-4,reefs,Jin 2005,,23,23,1,-80_-10,11,11,1,Laurentia,33,0,Laurentia,18,-28,-82.2_-11.9
4387,-94.187,-20.763,10,E USA,Articulata,Orthida,Heterorthidae,Heterorthina,Heterorthina,Heterorthina,,0,Heterorthina,fairmountensis,fairmountensis,Heterorthina_fairmountensis,Ashgill,Pusgillian E-M (E-M Maysvillian),Pusgillian E,Pusgillian M,4,5,BA 3-5,1,5,3,4,,post-Knox Sequences,BA 2-5,,Patzkowsky & Holland 1997,,1,21,1,-95_-20,4,4,1,Laurentia,33,0,Laurentia,18,-28,-94.2_-20.8
372,15.681,-39.578,40,Czechoslovakia,Articulata,Atrypida,Anazygidae,Zygospira,Zygospira,Zygospira,,0,Zygospira,fallax,fallax,Zygospira_fallax,Ashgill,Hirnantian U,Hirnantian M*,Hirnantian M*,14,14,BA 2-3,1,3,2,2.5,,Kosov Fm,BA 2-3,,Cocks 1988,,1,14,1,15_-40,7,7,0,Perunica,59,34,Greater_Gondwana,35,-90,15.7_-39.6
2644,-60.923,-20.192,5,Girvan,Articulata,Orthida,Plectorthidae,Schizophorella,Schizophorella,Schizophorella,,0,Schizophorella,fallax_alta,fallax_alta,Schizophorella_fallax_alta,Ashgill,Rawtheyan M,Rawtheyan M,Rawtheyan M,11,11,BA 2-5,1,5,2,3.5,,South Threave Fm,BA 5,,Harper 2000 & 2006,,3,14,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2341,-60.923,-20.192,5,Girvan,Articulata,Orthida,Plectorthidae,Schizophorella,Schizophorella,Schizophorella,,0,Schizophorella,fallax_fallax,fallax_fallax,Schizophorella_fallax_fallax,Ashgill,Cautleyan,Cautleyan E,Cautleyan U,7,9,BA 2-5,1,5,2,3.5,,Quarrel Hill Fm,BA 3-4,,Harper 2006,,3,14,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2342,-62.191,-20.826,5,"Pomeroy, N Ireland",Articulata,Orthida,Plectorthidae,Schizophorella,Schizophorella,Schizophorella,,0,Schizophorella,fallax_fallax_&_silicis,fallax_fallax_&_silicis,Schizophorella_fallax_fallax_&_silicis,Ashgill,Cautleyan,Cautleyan E,Cautleyan U,7,9,BA 2-5,1,5,2,3.5,,Portrane Limestone & Killey Bridge Fm,BA 3-5,,"Wright 1964, Mitchell 1977",Boucot et al 2003,3,14,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-62.2_-20.8
5122,-46.088,10.846,3,"White Mountain, East cen Alaska",Articulata,Orthida,Orthidae,Palaeowingella,Palaeowingella,Palaeowingella,,0,Palaeowingella,farewellensis,farewellensis,Palaeowingella_farewellensis,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 4-5,1,5,4,4.5,,"A-1230, blocks 4-6",BA 4-5,,"CMØR, OD",,1,1,1,-45_10,1,1,0,Farewell Terrane,15,11,Farewell Terrane,17,12,-46.1_10.8
3933,23.117,-59.183,40,Bohemia,Articulata,Orthida,Giraldiellidae,Gelidorthis,Gelidorthis,Gelidorthis,,0,Gelidorthis,fasciatula,fasciatula,Gelidorthis_fasciatula,Caradoc,Caradoc M (Vinice Stage),Caradoc M,Caradoc M,2,2,BA 3-5,1,5,3,4,,vinive Fm,BA 3-5,,Havlicek 1970; Villas 1992,,1,12,1,25_-60,2,2,0,Perunica,59,34,Greater_Gondwana,35,-90,23.1_-59.2
630,23.117,-59.183,40,Bohemia,Articulata,Orthida,Draboviidae,Drabovia,Drabovia,Drabovia,,0,Drabovia,fascicostata,fascicostata,Drabovia_fascicostata,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-4,1,4,2,3,,Letná Fm,BA 3-4,,Havlicek 1977,,1,17,1,25_-60,1,1,0,Perunica,59,34,Greater_Gondwana,35,-90,23.1_-59.2
1242,93.854,11.802,44,"C New South Wales, Australia",Articulata,Orthida,Giraldiellidae,Phaceloorthis_(sub.syn_Boonderella),Phaceloorthis,Phaceloorthis,,0,Phaceloorthis,fasciculata,fasciculata,Phaceloorthis_fasciculata,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Cliefden Caves Lst Grp & equivalents,BA 4-5,,Cocks & Zhan 1998,Percival 1991,1,3,1,95_10,1,1,0,Gondwana,87,3,Greater_Gondwana,35,-90,93.9_11.8
1,93.854,11.802,44,"New South Wales C (S Molong Volcanic Belt, East side)",Articulata,Orthida,Giraldiellidae,Phaceloorthis_(sub.syn_Boonderella),Phaceloorthis,Phaceloorthis,,0,Phaceloorthis,fasciculata,fasciculata,Phaceloorthis_fasciculata,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 1-2,1,2,1,1.5,,"Fossil Hill Limestone (Gleesons, Kalimna, & Wyoming Limestone Members), Cliefden Caves Limestone Sub-group ",BA 1-2,"carbonate-dominated margin flanking eroded volcanic island, BA 1-2","Percival 1991, 1995",,1,3,1,95_10,3,3,0,Gondwana,87,3,Greater_Gondwana,35,-90,93.9_11.8
3533,-111.622,-23.06,10,Alabama,Articulata,Orthida,Plaesiomyidae,Multicostella,Multicostella,Multicostella,,0,Multicostella,fasciculata,fasciculata,Multicostella_fasciculata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Little Oak Fm,BA 4-5,Deeper subtidal u shelf slope,Cooper 1956,Leslie & Lehnert 2005,1,12,1,-110_-25,1,1,0,Laurentia,33,0,Laurentia,18,-28,-111.6_-23.1
5141,-98.916,-21.636,10,Virginia,Articulata,Orthida,Nanorthidae,Cyrtonotella,Cyrtonotella,Cyrtonotella,,0,Cyrtonotella,fasciculata,fasciculata,Cyrtonotella_fasciculata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 4-5,1,5,4,4.5,,Benbolt Fm,BA 3-4,deep-shallow ramp caco3,Cooper 1956,,1,3,1,-100_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-98.9_-21.6
3548,-106.873,-21.12,10,"Ala., Tenn.",Articulata,Orthida,Paurorthidae,Paurorthis,Paurorthis,Paurorthis,,0,Paurorthis,fasciculata,fasciculata,Paurorthis_fasciculata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,"Little Oak, Tellico & Arline fms",BA 4-5,Deeper subtidal u shelf slope,Cooper 1956,Leslie & Lehnert 2005,1,12,1,-105_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-106.9_-21.1
3865,-104.473,-19.973,10,Tennessee,Articulata,Strophomenida,Strophomenidae,Strophomena,Strophomena,Strophomena,,0,Strophomena,fasciculata,fasciculata,Strophomena_fasciculata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Peery Fm,BA 3-5,,Cooper 1956,,1,23,1,-105_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-104.5_-20
3549,-104.473,-19.973,10,Tennessee,Articulata,Orthida,Paurorthidae,Paurorthis,Paurorthis,Paurorthis,,0,Paurorthis,fascifera,fascifera,Paurorthis_fascifera,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Ward Cove,BA 3-4,build ups,Cooper 1956,,1,12,1,-105_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-104.5_-20
4708,-31.046,-80.431,51,"Sardinia, Italy",Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,fecunda,fecunda,Leangella_fecunda,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 3-5,1,5,3,4,,"Punta S'Argiola Mb, Domusnovas Fm",BA 5-6 ,calc. Mudst. (>200 m),Villas et al 2002; Zhan & Jin 2005,,1,23,1,-30_-80,6,6,0,Gondwana,87,3,Greater_Gondwana,35,-90,-31_-80.4
6190,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Orthida,Dalmanellidae,Dalmanella ,Dalmanella,Dalmanella,,0,Dalmanella,federata,federata,Dalmanella_federata,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,Balclatchie mudst & greywackes,,,Williams 1962,,1,21,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
6063,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Eopholidostrophiidae,Palaeocarrickella,Palaeocarrickella,Palaeocarrickella,,0,Palaeocarrickella,felix,felix,Palaeocarrickella_felix,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 5 ,1,5,5,5,,South Threave Fm,BA 5,,Harper 2006,,10,12,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2484,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Rafinesquinidae,Rafinesquina',Rafinesquina,Rafinesquina,',1,Rafinesquina',felix,felix,Rafinesquina_felix,Ashgill,Rawtheyan E,Rawtheyan E,Rawtheyan E,10,10,BA 2-5,1,5,2,3.5,,Lady Burn Fm,BA 5,cont. Slope,Harper 2000,,1,11,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2640,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Rafinesquinidae,Rafinesquina',Rafinesquina,Rafinesquina,',1,Rafinesquina',felix,felix,Rafinesquina_felix,Ashgill,Rawtheyan M,Rawtheyan M,Rawtheyan M,11,11,BA 2-5,1,5,2,3.5,,South Threave Fm,BA 5,,Harper 2000,,1,11,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
1659,-100.585,-21.385,10,"Va., Tenn.",Articulata,Orthida,Dalmanellidae,Onniella,Onniella,Onniella,,0,Onniella,fertilis,fertilis,Onniella_fertilis,Caradoc,Caradoc M-U(Trenton),Caradoc M,Caradoc U,2,3,BA 2-5,1,5,2,3.5,,"Curdsville, Martinsburg Fms",BA 5,,Cooper 1956,,1,20,1,-100_-20,2,3,0,Laurentia,33,0,Laurentia,18,-28,-100.6_-21.4
2046,33.16,-8.303,18,Chu-Ili Terrane,Articulata,Orthida,Plaesiomyidae,Plaesiomys,Plaesiomys,Plaesiomys,,0,Plaesiomys,fidelis,fidelis,Plaesiomys_fidelis,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,"Otar Mb, Dulankara Fm",Ba 2,silt-sst.,Popov et al 2000,,NA,NA,1,35_-10,3,3,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
3482,-104.473,-19.973,10,Tennessee,Articulata,Strophomenida,Rafinesquinidae,Rhipidomena,Rhipidomena,Rhipidomena,,0,Rhipidomena,filicostellata,filicostellata,Rhipidomena_filicostellata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Sevier Fm,BA 3-4,,Cooper 1956,,1,3,1,-105_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-104.5_-20
5174,-55.26,-32.589,15,Sweden,Articulata,Orthida,Orthidae,Sivorthis,Sivorthis,Sivorthis,,0,Sivorthis,filistera,filistera,Sivorthis_filistera,Caradoc,Caradoc E (Kukruse),Caradoc E,Caradoc E,1,1,BA 4-5,1,5,4,4.5,,,BA 4-5,,Hansen 2007,,1,3,1,-55_-35,1,1,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-55.3_-32.6
4832,-137.814,-70.977,57,"Mérida Andes, Venezuela",Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,filistriata,filistriata,Fardenia_filistriata,Llandovery,Rhuddanian - Aeronian E,Rhuddanian E,Aeronian E,15,18,BA 3-5,1,5,3,4,Eostropheodonta Fauna,,BA 3-5,,Boucot 1972,Benedetto & Cocks in review,3,21,1,-140_-70,8,9,0,Gondwana,87,3,Greater_Gondwana,35,-90,-137.8_-71
4833,157.085,-51.793,50,"Salta prov., W Argentina",Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,filistriata,filistriata,Fardenia_filistriata,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 3-5,1,5,3,4,,Salar de Rincón Fm,BA 2-4,,Isaacson et al 1976,Benedetto & Cocks in review,3,21,1,155_-50,8,8,0,Gondwana,87,3,Greater_Gondwana,35,-90,157.1_-51.8
3866,-93.428,-18.599,10,Ontario,Articulata,Strophomenida,Strophomenidae,Strophomena,Strophomena,Strophomena,,0,Strophomena,filitexta_obesa,filitexta_obesa,Strophomena_filitexta_obesa,Caradoc,Caradoc E (Wilderness),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Rockland Fm,BA 3-4,,Cooper 1956,,1,23,1,-95_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-93.4_-18.6
1326,-109.362,-11.475,10,Oklahoma,Articulata,Billingsellida,Triplesiidae,Oxoplecia,Oxoplecia,Oxoplecia,,0,Oxoplecia,filosa,filosa,Oxoplecia_filosa,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,"Mountain lake mbr, Bromide Fm",BA 2-4,sand - shale,Cooper 1956,Leslie & Lehnert 2005,1,14,1,-110_-10,1,1,0,Laurentia,33,0,Laurentia,18,-28,-109.4_-11.5
912,-103.23,-18.302,10,Missouri & Oklahoma,Articulata,Rhynchonellida,Rhynchospirinidae,Homoeospira',Homoeospira,Homoeospira,',1,Homoeospira',fiscellostriata,fiscellostriata,Homoeospira_fiscellostriata,Ashgill,Hirnantian,Hirnantian E,Hirnantian M*,13,14,BA 3,1,3,3,3,,"Noix & Bryant Knob Fm, Edgewood grp",BA 3,,Amsden 1974,Cocks & Rong 2008,13,14,1,-105_-20,7,7,1,Laurentia,33,0,Laurentia,18,-28,-103.2_-18.3
4321,-94.187,-20.763,10,E USA,Articulata,Orthida,Plectorthidae,Plectorthis,Plectorthis,Plectorthis,,0,Plectorthis,fissicosta,fissicosta,Plectorthis_fissicosta,Ashgill,Pusgillian E-M (Maysvillian E-M),Pusgillian E,Pusgillian M,4,5,BA 3-5,1,5,3,4,,post-knox sequences,BA 2-5,,Patzkowsky & Holland 1997,,1,12,1,-95_-20,4,4,1,Laurentia,33,0,Laurentia,18,-28,-94.2_-20.8
5773,-96.307,-23.943,10,Indiana,Articulata,Orthida,Hesperorthidae,Schizonema,Schizonema,Schizonema,,0,Schizonema,fissistrata,fissistrata,Schizonema_fissistrata,Llandovery,Aeronian - Telychian (Niagaran),Aeronian E,Telychian U ,18,23,BA 4-5,1,5,4,4.5,,?,BA 4-5,,Baarli 1995,,1,23,1,-95_-25,9,11,1,Laurentia,33,0,Laurentia,18,-28,-96.3_-23.9
1287,-83.547,-45.898,33,"Bala District, Wales",Articulata,Orthida,Plaesiomyidae,Dinorthis,Dinorthis,Dinorthis,,0,Dinorthis,flabellulum,flabellulum,Dinorthis_flabellulum,Caradoc,Caradoc E (E Burrellian),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Nant Hir Grp & Derfel Lst,BA 3-4,,Cocks & Zhan 1998,Williams 1963,1,12,1,-85_-45,1,1,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-83.5_-45.9
1374,23.117,-59.183,40,Bohemia,Articulata,Orthida,Dalmanellidae,Onniella,Onniella,Onniella,,0,Onniella,flava,flava,Onniella_flava,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Liben-Letná fms,BA 3-5,,Havlicek 1977,,1,20,1,25_-60,1,1,0,Perunica,59,34,Greater_Gondwana,35,-90,23.1_-59.2
4917,-63.246,-29.385,33,"Cumbria, UK & Scotland",Articulata,Atrypida,Atrypinidae,Sypharatrypa_(or_Plectatrypa(P.)),Sypharatrypa,Sypharatrypa,,0,Sypharatrypa,flexuosa,flexuosa,Sypharatrypa_flexuosa,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 3-5,1,5,3,4,,lo Skelgill Beds,BA 3-4,,Copper 1982,Copper 2004,7,23,1,-65_-30,8,8,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-63.2_-29.4
2291,-50.547,-31.416,17,N Estonia,Articulata,Strophomenida,Strophomenidae,Saxbyonia,Saxbyonia,Saxbyonia,,0,Saxbyonia,fluctuosa,fluctuosa,Saxbyonia_fluctuosa,Ashgill,Pusgillian U - Rawtheyan (Vormsi-Pirgu),Pusgillian U,Rawtheyan U,6,12,BA 3-4,1,4,3,3.5,,Kõrgessaare Fm,BA 3-4,,Rõõmusoks 2004,Hints et al. 2007,6,12,1,-50_-30,4,6,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-50.5_-31.4
697,-94.254,-3.454,9,S Manitoba,Articulata,Strophomenida,Strophomenidae,Nasutimena,Nasutimena,Nasutimena,,0,Nasutimena,fluctuosa,fluctuosa,Nasutimena_fluctuosa,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-4,1,4,2,3,Diceromyonia/ Kjaerina community,"Head Dog & Selkirk Mb, Red River Fm & Stony Mtn Fm",BA 2-4,skeletal sand-grainstone,Jin & Zhan 2001,Zhan et al 2008,3,12,1,-95_-5,3,3,1,Laurentia,33,0,Laurentia,18,-28,-94.3_-3.5
734,-91.615,-7.35,9,S Manitoba,Articulata,Strophomenida,Strophomenidae,Nasutimena,Nasutimena,Nasutimena,,0,Nasutimena,fluctuosa,fluctuosa,Nasutimena_fluctuosa,Ashgill,Pusgillian - Rawtheyan E,Pusgillian E,Rawtheyan E,4,10,BA 2-4,1,4,2,3,Diceromyonia/ Kjaerina community,"Head Dog & Selkirk Mb, Red River Fm & Stony Mtn Fm",BA 2-4,skeletal sand-grainstone,Jin & Zhan 2001,Zhan et al 2008,3,12,1,-90_-5,4,6,1,Laurentia,33,0,Laurentia,18,-28,-91.6_-7.4
798,-81.808,-10.524,8,Hudson Bay Basin,Articulata,Strophomenida,Strophomenidae,Nasutimena,Nasutimena,Nasutimena,,0,Nasutimena,fluctuosa,fluctuosa,Nasutimena_fluctuosa,Ashgill,Cautleyan M - Rawtheyan M (Richmondian),Cautleyan M,Rawtheyan M,8,11,BA 2-4,1,4,2,3,,Caution Creek - Chasm Creek fms,BA 3,dolomite,Jin et al 1997,Jin & Zhan 2001,3,12,1,-80_-10,5,6,1,Laurentia,33,0,Laurentia,18,-28,-81.8_-10.5
