Occurrence_num,Palaeolongitude,Palaeolatitude,Loc. Num.,Present.region,Old.Class,Order,Family,Genus,Operative_Genus,Operative_Genus.Subgenus,Genus.Subgenus_modifier,Genus_Modified,Modified_Genus,Species,Operative_Species,Genus.Species,British Stage,Appearance,Appearance_FAD,Appearance_LAD,FAD_interval,LAD_interval,Genus BA range,Depth.resolved,max_depth,min_depth,mean_depth,Community,Formation,Depth Association,lithology,Source,Read_more,Genus_FAD_interval,Genus_LAD_interval,interval_resolved,GRID_COORD,FAD_Coarse_Interval,LAD_Coarse_Interval,Cratonic,Palaeocontinent/Terrane,Continent_max_Northing,Continent_min_Northing,Merged.Terrains,Max.Palaeolongitude.Merged.450,Min.Palaeolatitude.Merged.450,Loc_ID
2793,-78.114,-22.622,10?,"Penobscot River, N Maine",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella,Sowerbyella,Sowerbyella,,0,Sowerbyella,sp.,sp.,Sowerbyella_sp.,Ashgill,Hirnantian,Hirnantian E,Hirnantian M*,13,14,BA 2-5,1,5,2,3.5,,,BA 4,,Rong et al 2006,,NA,NA,1,-80_-25,7,7,0,Laurentia,33,0,Laurentia,18,-28,-78.1_-22.6
916,-101.59,-19.118,10,Illinois & Missouri,Articulata,Orthida,Dalmanellidae,Mendacella?,Mendacella,Mendacella,?,1,Mendacella?,sp.,sp.,Mendacella_sp.,Ashgill,Hirnantian,Hirnantian E,Hirnantian M*,13,14,BA 2-4,1,4,2,3,,"Bryant Knob Fm, Edgewood grp",BA 3,,Amsden 1974,Cocks & Rong 2008,13,14,1,-100_-20,7,7,1,Laurentia,33,0,Laurentia,18,-28,-101.6_-19.1
5637,-83.964,10.312,11,"Northwest Territories, Canada",Articulata,Strophomenida,Bimuriidae,Bimuria,Bimuria,Bimuria,,0,Bimuria,sp.,sp.,Bimuria_sp.,Ashgill,Hirnantian?,Hirnantian E,Hirnantian M*,13,14,BA 4-5,1,5,4,4.5,,Mount kindle Fm,BA 4, 30-90 m,Potter 1990,,1,14,1,-85_10,7,7,0,Laurentia,33,0,Laurentia,18,-28,-84_10.3
2745,-88.493,12.369,58,"Avalanche Lake, District of Mackenzie",Articulata,Pentamerida,Virgianidae,Brevilamnulella,Brevilamnulella,Brevilamnulella,,0,Brevilamnulella,sp.,sp.,Brevilamnulella_sp.,Ashgill,Hirnantian,Hirnantian E,Hirnantian M*,13,14,BA 2-5,1,5,2,3.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,4,23,1,-90_10,7,7,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
416,-101.511,-1.258,11,"N Rocky Mtns, British Columbia",Articulata,Strophomenida,Leptostrophiidae,Eostropheodonta,Eostropheodonta,Eostropheodonta,,0,Eostropheodonta,sp.,sp.,Eostropheodonta_sp.,Llandovery,Rhuddanian - Aeronian E,Rhuddanian E,Aeronian E,15,18,BA 2-3,1,3,2,2.5,,u Beaverfoot Fm,BA 2-3,"shallow, tropical lst",Jin et al 1989,,3,23,1,-100_0,8,9,0,Laurentia,33,0,Laurentia,18,-28,-101.5_-1.3
27,-59.371,3.9,1,North Greenland (C Peary Ld),Articulata,Pentamerida,Virgianidae,Viridita,Viridita,Viridita,,0,Viridita,sp.,sp.,Viridita_sp.,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2,1,2,2,2,,Turesø Fm,BA 2-3,,"CMØR, OD",,15,15,1,-60_5,8,8,1,Laurentia,33,0,Laurentia,18,-28,-59.4_3.9
2945,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Pentamerida,Virgianidae,Brevilamnulella,Brevilamnulella,Brevilamnulella,,0,Brevilamnulella,sp.,sp.,Brevilamnulella_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-5,1,5,2,3.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,4,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
5673,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Xenambonitidae,Chonetoidea,Chonetoidea,Chonetoidea,,0,Chonetoidea,sp.,sp.,Chonetoidea_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 4-5,1,5,4,4.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,,1,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
5713,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Atrypida,Dayiidae,Cyclospira,Cyclospira,Cyclospira,,0,Cyclospira,sp.,sp.,Cyclospira_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 3-6,1,6,3,4.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,NA,NA,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
2931,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Orthida,Dalmanellidae,Dalmanella,Dalmanella,Dalmanella,,0,Dalmanella,sp.,sp.,Dalmanella_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-5,1,5,2,3.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,1,21,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
5680,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Orthida,Dicoelosiidae,Dicoelosia,Dicoelosia,Dicoelosia,,0,Dicoelosia,sp.,sp.,Dicoelosia_sp.,Llandovery,Llandovery,Rhuddanian E,Telychian U,15,23,BA 4-5,1,5,4,4.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Chen et al 2008,1,23,1,-90_10,8,11,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
5682,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Orthida,Hesperorthidae,Dolerorthis,Dolerorthis,Dolerorthis,,0,Dolerorthis,sp.,sp.,Dolerorthis_sp.,Llandovery,Llandovery,Rhuddanian E,Telychian U,15,23,BA 4-5,1,5,4,4.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Chen et al 2008,1,23,1,-90_10,8,11,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4859,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Orthida,Dicoelosiidae,Epitomyonia,Epitomyonia,Epitomyonia,,0,Epitomyonia,sp.,sp.,Epitomyonia_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 4,1,4,4,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,2,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4864,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Strophomenidae,Katastrophomena,Katastrophomena,Katastrophomena,,0,Katastrophomena,sp.,sp.,Katastrophomena_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 3-5,1,5,3,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,3,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4868,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Leptestiidae,Leangella,Leangella,Leangella,,0,Leangella,sp.,sp.,Leangella_sp.,Llandovery,Llandovery,Rhuddanian E,Telychian U,15,23,BA 3-5,1,5,3,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Chen et al 2008,1,23,1,-90_10,8,11,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
3007,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Rafinesquinidae,Leptaena,Leptaena,Leptaena,,0,Leptaena,sp.,sp.,Leptaena_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-5,1,5,2,3.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,1,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4877,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Leptellinidae,Leptellina(Merciella??),Leptellina,Merciella,?,0,Leptellina,sp.,sp.,Merciella_sp.,Llandovery,Llandovery,Rhuddanian E,Telychian U,15,23,BA 3-5,1,5,3,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Chen et al 2008,1,23,1,-90_10,8,11,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4910,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,sp.,sp.,Skenidioides_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-6,1,6,2,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,1,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
436,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Atrypida,Atrypinidae,Spirigerina(Eospirigerina),Spirigerina,Eospirigerina,,0,Spirigerina,sp.,sp.,Eospirigerina_sp.,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-3,1,3,2,2.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,1,23,1,-90_10,8,8,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
45,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Athyridida,Meristellidae,Whitfieldella,Whitfieldella,Whitfieldella,,0,Whitfieldella,sp.,sp.,Whitfieldella_sp.,Llandovery,Llandovery,Rhuddanian E,Telychian U,15,23,BA 1-3,1,3,1,2,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Chen et al 2008,14,23,1,-90_10,8,11,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
2954,-61.387,-18.249,5,Girvan,Articulata,Orthotetida,Chilidiopsidae,Coolinia,Coolinia,Coolinia,,0,Coolinia,sp.,sp.,Coolinia_sp.,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2-5,1,5,2,3.5,,Lady Burn Fm,BA 5,conglomerate,Cocks & Toghill 1973,Cocks & Rong 2008,12,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
2920,-61.387,-18.249,5,Girvan,Articulata,Athyridida,Meristellidae,Hindella_(prev.Cryptothyrella),Hindella,Hindella,,0,Hindella,sp.,sp.,Hindella_sp.,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2-5,1,5,2,3.5,,Lady Burn Fm,BA 5,conglomerate,Cocks & Toghill 1973,Cocks & Rong 2008,3,20,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3090,-73.088,-22.024,7,Anticosti Island,Articulata,Orthotetida,Chilidiopsidae,Coolinia,Coolinia,Coolinia,,0,Coolinia,sp.,sp.,Coolinia_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Merrimack Fm,BA 4-5,,Thomsen et al 2006,,12,23,1,-75_-20,8,8,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
3110,-73.088,-22.024,7,Anticosti Island,Articulata,Strophomenida,Rafinesquinidae,Leptaena,Leptaena,Leptaena,,0,Leptaena,sp.,sp.,Leptaena_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Merrimack Fm,BA 4-5,mudst.,Jin 2008,,1,23,1,-75_-20,8,8,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
1063,-108.613,-13.642,12,New Mexico,Articulata,Pentamerida,Virgianidae,Virgiana,Virgiana,Virgiana,,0,Virgiana,sp.,sp.,Virgiana_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-4,1,4,2,3,,Fusselman fm,BA 2-3,,Jin 2008,,15,20,1,-110_-15,8,8,0,Laurentia,33,0,Laurentia,18,-28,-108.6_-13.6
1043,-55.652,0.365,1,North Greenland (Kpr. Chr. Ld),Articulata,Atrypida,Anazygidae,Anazyga ,Anazyga,Anazyga,,0,Anazyga,sp.,sp.,Anazyga_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-4,1,4,2,3,,Turesø Fm,BA 2-3,,"CMØR, OD",,1,17,1,-55_0,8,8,1,Laurentia,33,0,Laurentia,18,-28,-55.7_0.4
1064,-55.652,0.365,1,North Greenland (Kpr. Chr. Ld),Articulata,Pentamerida,Virgianidae,Virgiana,Virgiana,Virgiana,,0,Virgiana,sp.,sp.,Virgiana_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-4,1,4,2,3,,Turesø Fm,BA 2-3,,"CMØR, OD",,15,20,1,-55_0,8,8,1,Laurentia,33,0,Laurentia,18,-28,-55.7_0.4
455,-61.387,-18.249,5,Girvan,Articulata,Atrypida,Atrypinidae,Alispira*,Alispira,Alispira,*,1,Alispira*,sp.,sp.,Alispira_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-3,1,3,2,2.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,15,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3085,-61.387,-18.249,5,Girvan,Articulata,Orthida,Dalmanellidae,Dalmanella,Dalmanella,Dalmanella,,0,Dalmanella,sp.,sp.,Dalmanella_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,1,21,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
4936,-61.387,-18.249,5,Girvan,Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,sp.,sp.,Fardenia_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 3-5,1,5,3,4,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,3,21,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3082,-61.387,-18.249,5,Girvan,Articulata,Athyridida,Meristellidae,Hindella_(prev.Cryptothyrella),Hindella,Hindella,,0,Hindella,sp.,sp.,Hindella_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,3,20,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3121,-61.387,-18.249,5,Girvan,Articulata,Atrypida,Lissatrypidae,Meifodia,Meifodia,Meifodia,,0,Meifodia,sp.,sp.,Meifodia_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,15,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3066,-61.387,-18.249,5,Girvan,Articulata,Orthida,Dalmanellidae,Protocortezorthis,Protocortezorthis,Protocortezorthis,,0,Protocortezorthis,sp.,sp.,Protocortezorthis_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,15,17,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3127,-61.387,-18.249,5,Girvan,Articulata,Rhynchonellida,Trigonirhynchiidae,Rostricellula,Rostricellula,Rostricellula,,0,Rostricellula,sp.,sp.,Rostricellula_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,1,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
469,-61.387,-18.249,5,Girvan,Articulata,Atrypida,Atrypinidae,Spirigerina(Eospirigerina),Spirigerina,Eospirigerina,,0,Spirigerina,sp.,sp.,Eospirigerina_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-3,1,3,2,2.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,1,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
5756,-61.387,-18.249,5,Girvan,Articulata,Pentamerida,Stricklandiidae,Stricklandia,Stricklandia,Stricklandia,,0,Stricklandia,sp.,sp.,Stricklandia_sp.,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 4-5,1,5,4,4.5,,Mulloch Hill/ Woodland Fm,BA 2-5,,Cocks & Toghill 1973,Cocks & Rong 2008,15,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3176,-83.732,-7.781,?,,Articulata,Pentamerida,Parastrophinidae,Parastrophina,Parastrophina,Parastrophina,,0,Parastrophina,sp.,sp.,Parastrophina_sp.,Llandovery,Aeronian,Aeronian E,Aeronian U,18,20,BA 2-5,1,5,2,3.5,,,BA 2-5,,Rong et al 2007,,1,23,1,-85_-10,9,9,0,Laurentia,33,0,Laurentia,18,-28,-83.7_-7.8
3185,-65.048,3.675,2,"Cape Hamilton, Washington Ld, North Greenland",Articulata,Pentamerida,Pentameridae,Pentamerus,Pentamerus,Pentamerus,,0,Pentamerus,sp.,sp.,Pentamerus_sp.,Llandovery,Aeronian - Ludlow,Aeronian E,Telychian U***,18,23,BA 3-4,1,4,3,3.5,,Cape Schuchert Fm?,BA 3-4,,Poulsen 1934; Rong et al 2007,"CMØR, OD",18,23,1,-65_5,9,11,1,Laurentia,33,0,Laurentia,18,-28,-65_3.7
3162,-59.455,3.918,1,North Greenland (Peary Ld.),Articulata,Pentamerida,Pentameridae,Harpidium,Harpidium,Harpidium,,0,Harpidium,sp.,sp.,Harpidium_sp.,Llandovery,Aeronian E - Telychian,Aeronian E,Telychian U,18,23,BA 3-4,1,4,3,3.5,,Odins Fjord Fm,BA 4,deep subtidal,"CMØR, OD",,18,23,1,-60_5,9,11,1,Laurentia,33,0,Laurentia,18,-28,-59.5_3.9
3165,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Xenambonitidae,Jonesea,Jonesea,Jonesea,,0,Jonesea,sp.,sp.,Jonesea_sp.,Llandovery,Aeronian,Aeronian E,Aeronian U,18,20,BA 2-5,1,5,2,3.5,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,1,23,1,-90_10,9,9,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
4997,-91.54,10.563,58,"Avalanche Lake, District of Mackenzie",Articulata,Strophomenida,Strophomenidae,Pentlandina,Pentlandina,Pentlandina,,0,Pentlandina,sp.,sp.,Pentlandina_sp.,Llandovery,Aeronian,Aeronian E,Aeronian U,18,20,BA 3-5,1,5,3,4,,Whittaker Fm,BA 4-5,,Jin & Chatterton 1997,Cocks & Rong 2008,15,23,1,-90_10,9,9,0,Laurentia,33,0,Laurentia,18,-28,-91.5_10.6
3155,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Orthida,Hesperorthidae,Dolerorthis?,Dolerorthis,Dolerorthis,?,1,Dolerorthis?,sp.,sp.,Dolerorthis_sp.,Llandovery,Aeronian - Telychian?,Aeronian E,Telychian U,18,23,BA 2-5,1,5,2,3.5,,Whittaker Fm - Road River Fm transition,BA 4-5,,Lenz 1977,,1,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
3161,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Pentamerida,Pentameridae,Harpidium,Harpidium,Harpidium,,0,Harpidium,sp.,sp.,Harpidium_sp.,Llandovery,Aeronian - Telychian,Aeronian E,Telychian U ,18,23,BA 3-4,1,4,3,3.5,,Whittaker Fm - Road River Fm transition,BA 4-5,,Lenz 1977,,18,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
4990,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Strophomenida,Leptestiidae,Leangella,Leangella,Leangella,,0,Leangella,sp.,sp.,Leangella_sp.,Llandovery,Aeronian - Telychian?,Aeronian E,Telychian U,18,23,BA 3-5,1,5,3,4,,Whittaker Fm - Road River Fm transition,BA 4-5,,Lenz 1977,,1,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
5771,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Spiriferida,Nucleospiridae,Nucleospira?,Nucleospira,Nucleospira,?,1,Nucleospira?,sp.,sp.,Nucleospira_sp.,Llandovery,Aeronian - Telychian?,Aeronian E,Telychian U,18,23,BA 4-5,1,5,4,4.5,,Whittaker Fm - Road River Fm transition,,,Lenz 1977,,18,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
5007,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,sp.,sp.,Skenidioides_sp.,Llandovery,Aeronian - Telychian?,Aeronian E,Telychian U,18,23,BA 2-6,1,6,2,4,,Whittaker Fm - Road River Fm transition,BA 4-5,,Lenz 1977,,1,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
5008,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Pentamerida,Stricklandistrophiidae,Spondylostrophia?,Spondylostrophia,Spondylostrophia,?,1,Spondylostrophia?,sp.,sp.,Spondylostrophia_sp.,Llandovery,Aeronian - Telychian?,Aeronian E,Telychian U,18,23,BA 3-5,1,5,3,4,,Whittaker Fm - Road River Fm transition,BA 4-5,,Lenz 1977,,18,23,1,-90_10,9,11,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
1115,-59.817,3.827,1,North Greenland (C Peary Land),Articulata,Strophomenida,Kulumbellidae,Kulumbella,Kulumbella,Kulumbella,,0,Kulumbella,sp.,sp.,Kulumbella_sp.,Llandovery,Aeronian M?,Aeronian M,Aeronian M,19,19,BA 3,1,3,3,3,,Odins Fjord Fm,BA 3,,"CMØR, OD",,19,19,1,-60_5,9,9,1,Laurentia,33,0,Laurentia,18,-28,-59.8_3.8
3220,-59.455,3.918,1,North Greenland (Peary Ld.),Articulata,Pentamerida,Virgianidae,Virgianella,Virgianella,Virgianella,,0,Virgianella,sp.,sp.,Virgianella_sp.,Llandovery,Aeronian M - Telychian E,Aeronian M,Telychian E,19,21,BA 2-5,1,5,2,3.5,,,BA 2-5,,Rong & Boucot 1998,"CMØR, OD",16,23,1,-60_5,9,10,1,Laurentia,33,0,Laurentia,18,-28,-59.5_3.9
5024,-73.088,-22.024,7,Anticosti Island,Articulata,Atrypida,Atrypidae,Atrypa(Gotatrypa),Atrypa,Gotatrypa,,0,Atrypa,sp.,sp.,Gotatrypa_sp.,Llandovery,Aeronian U,Aeronian U,Aeronian U,20,20,BA 3-5,1,5,3,4,,"Richardson Mb, Jupiter Fm",BA 6,mudstone,Jin & Copper 1999,hvor har jeg denne BA fra??,15,23,1,-75_-20,9,9,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
3256,-63.247,3.675,2,North Greenland (Nyeboe Ld.),Articulata,Pentamerida,Virgianidae,Pseudoconchidium,Pseudoconchidium,Pseudoconchidium,,0,Pseudoconchidium,sp.,sp.,Pseudoconchidium_sp.,Llandovery,Aeronian U?,Aeronian U,Aeronian U,20,20,BA 3-4,1,4,3,3.5,,"Store Canyon Mbr, Alegatsiaq Fj. Fm",BA 4,,"CMØR, OD",,15,23,1,-65_5,9,9,1,Laurentia,33,0,Laurentia,18,-28,-63.2_3.7
3224,-65.115,3.9,2,North Greenland,Articulata,Pentamerida,Pentameridae,Kirkidium(Pinguaella),Kirkidium,Pinguaella,,0,Kirkidium,sp.,sp.,Pinguaella_sp.,Llandovery,Aeronian U - Telychian E,Aeronian U,Telychian E,20,21,BA 3-4,1,4,3,3.5,,Hauge Bjerge/ Offley Isl. Fms,BA 3-4,Reefal,"CMØR, OD",,20,21,1,-65_5,9,10,1,Laurentia,33,0,Laurentia,18,-28,-65.1_3.9
6086,-60.91,4.191,2,North Greenland (W Peary Ld),Articulata,Pentamerida,Virgianidae,Pseudoconchidium,Pseudoconchidium,Pseudoconchidium,,0,Pseudoconchidium,sp.,sp.,Pseudoconchidium_sp.,Llandovery,Aeronian U - Telychian E,Aeronian U,Telychian E,20,21,BA 4-6,1,6,4,5,,Odins Fjord/ Djævlekløften Fms,BA 4,,Rong & Boucot 1998,"CMØR, OD",15,23,1,-60_5,9,10,1,Laurentia,33,0,Laurentia,18,-28,-60.9_4.2
5031,-73.088,-22.024,7,Anticosti Island,Articulata,Orthida,Heterorthidae,Heterorthina,Heterorthina,Heterorthina,,0,Heterorthina,sp.,sp.,Heterorthina_sp.,Llandovery,Telychian E,Telychian E,Telychian E,21,21,BA 3-5,1,5,3,4,,"Cybele mbr, Jupiter fm",BA 4-5,argill. Limestone,Li & Copper 2006,,1,21,1,-75_-20,10,10,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
509,-101.511,-1.258,11,"N Rocky Mtns, British Columbia",Articulata,Atrypida,Atrypinidae,Alispira,Alispira,Alispira,,0,Alispira,sp.,sp.,Alispira_sp.,Llandovery,Telychian E,Telychian E,Telychian E,21,21,BA 2-3,1,3,2,2.5,,Nonda Fm,BA 4-5,"shallow, tropical lst",Jin et al 1989,,15,23,1,-100_0,10,10,0,Laurentia,33,0,Laurentia,18,-28,-101.5_-1.3
3314,-101.511,-1.258,11,"N Rocky Mtns, British Columbia",Articulata,Pentamerida,Pentameridae,Pentamerus,Pentamerus,Pentamerus,,0,Pentamerus,sp.,sp.,Pentamerus_sp.,Llandovery,Telychian,Telychian E,Telychian U,21,23,BA 3-4,1,4,3,3.5,,u Beaverfoot Fm,BA 2-3,"shallow, tropical lst",Jin et al 1989,,18,23,1,-100_0,10,11,0,Laurentia,33,0,Laurentia,18,-28,-101.5_-1.3
3315,-101.511,-1.258,11,"N Rocky Mtns, British Columbia",Articulata,Pentamerida,Pentameridae,Pentamerus,Pentamerus,Pentamerus,,0,Pentamerus,sp.,sp.,Pentamerus_sp.,Llandovery,Telychian E,Telychian E,Telychian E,21,21,BA 3-4,1,4,3,3.5,,Nonda Fm,BA 4-5,"shallow, tropical lst",Jin et al 1989,,18,23,1,-100_0,10,10,0,Laurentia,33,0,Laurentia,18,-28,-101.5_-1.3
